Profiling Data:
  tot:       787  exc:       721  ent:  493 - EleList$advance
  tot:     50944  exc:     14159  ent:  794 - UnOpExpr$$match
  tot:      8525  exc:      7782  ent: 5855 - Element$n
  tot:      7868  exc:      7234  ent: 5478 - Node$is_a
  tot:      7938  exc:      7298  ent: 5478 - NodeType$is_a
  tot:     96542  exc:     40145  ent: 5478 - NodeType$isinstance
  tot:       665  exc:       149  ent:    8 - ReturnExpr$$create
  tot:     45625  exc:      7288  ent:  331 - CallExpr$$match
  tot:     49192  exc:     10957  ent:  690 - FunctionBody$$match
  tot:     30287  exc:      6251  ent:  271 - FunctionDecl$$match
  tot:     29901  exc:      6307  ent:  264 - IfExpr$$match
  tot:     50887  exc:     11447  ent:  674 - BlockBody$$match
  tot:     82758  exc:     22344  ent:  853 - AccessorExpr$$match
  tot:     59484  exc:     17020  ent:  800 - GroupingExpr$$match
  tot:     66647  exc:     18354  ent:  796 - BinOpExpr$$match
  tot:     66740  exc:     19394  ent:  785 - CastExpr$$match
  tot:     58396  exc:     16164  ent:  745 - AssignmentExpr$$match
  tot:     53588  exc:     16867  ent:  724 - TupleEndFragment$$match
  tot:     70173  exc:     20865  ent:  718 - TupleMidFragment$$match
  tot:     63812  exc:     17797  ent:  715 - Tuple$$match
  tot:     44664  exc:     13619  ent:  696 - MultiArgListExt$$match
  tot:     43704  exc:     13174  ent:  696 - MultiArgList$$match
  tot:     43261  exc:     12706  ent:  647 - IfExprHead$$match
  tot:      7060  exc:      1529  ent:   30 - FunctionBody$$create
  tot:       266  exc:       113  ent:   37 - List$append_Node
  tot:     34487  exc:     10385  ent:  504 - OneTuple$$match
  tot:     63266  exc:     20188  ent:  758 - IndexExpr$$match
  tot:      4853  exc:      1477  ent:   86 - ZeroTuple$$match
  tot:        10  exc:         9  ent:    6 - ZeroTuple$$create
  tot:      2801  exc:       992  ent:  122 - NameExpr$$create
  tot:     21477  exc:      6989  ent:  124 - parse$$lookahead_is_accessor
  tot:     56904  exc:     17903  ent:  620 - WhileExpr$$match
  tot:      2276  exc:       691  ent:   33 - AccessorExpr$$create
  tot:      3120  exc:       731  ent:   30 - CallExpr$$create
  tot:      5363  exc:      1759  ent:   80 - ZeroArgList$$match
  tot:     11643  exc:       572  ent:   38 - BlockBody$$create
  tot:      1255  exc:       419  ent:   20 - LiteralExpr$$create
  tot:      6224  exc:      1991  ent:   41 - parse$$lookahead_is_possibly_function
  tot:     73739  exc:     23104  ent:  585 - FunctionDeclHead$$match
  tot:       419  exc:       151  ent:   18 - OneTuple$$create
  tot:       471  exc:       162  ent:   10 - CastExpr$$create
  tot:        96  exc:        35  ent:    4 - GroupingExpr$$create
  tot:       659  exc:       229  ent:    9 - BinOpExpr$$create
  tot:       236  exc:        76  ent:    5 - WhileExpr$$create
  tot:      3618  exc:      1169  ent:   34 - OneArgList$$match
  tot:      3690  exc:      1217  ent:   33 - MultiArgListStart$$match
  tot:      2641  exc:       872  ent:   28 - TypeDeclHead$$match
  tot:         2  exc:         2  ent:    1 - ZeroArgList$$create
  tot:      1061  exc:       269  ent:    7 - FunctionDeclHead$$create
  tot:       355  exc:       127  ent:    7 - FunctionDecl$$create
  tot:       116  exc:        37  ent:    2 - UnOpExpr$$create
  tot:       328  exc:       113  ent:    6 - IfExprHead$$create
  tot:       304  exc:       103  ent:    6 - IfExpr$$create
  tot:       166  exc:        62  ent:    6 - TupleEndFragment$$create
  tot:       716  exc:       187  ent:    6 - Tuple$$create
  tot:       955  exc:       302  ent:   14 - AssignmentExpr$$create
  tot:       455  exc:       128  ent:    3 - TupleMidFragment$$create
  tot:       310  exc:       125  ent:   11 - DeclExpr$$create
  tot:       129  exc:        44  ent:    5 - MultiArgListStart$$create
  tot:       529  exc:       161  ent:    5 - MultiArgList$$create
  tot:        23  exc:         9  ent:    1 - OneArgList$$create
  tot:     11985  exc:       113  ent:    1 - EleList$print
  tot:     11682  exc:        98  ent:   17 - Element$print
  tot:     11435  exc:      1217  ent:  311 - Node$print
  tot:        38  exc:        37  ent:    9 - SepExpr$$print
